Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost
Ola Aina,ng NGA,DF,27,1996,35,35,2995,2,0.6,11,2,0,0,62,4,994,1352,530,598,374,502,57,166,1,1.4,2.2,16,85,23,11,107,67,107,67,55,42,39,15,1,36,64,28,34,33,115,4,1708,156,613,717,409,22,1708,72,33,749,67,46,10,44,22,823,67,5,0,0,23,35,2,0,1,0,190,13,19
Emanuel Aiwum,at AUT,DF,23,2000,6,6,540,0,0.0,1,0,0,0,1,0,173,208,63,69,95,102,12,30,0,0.0,0.0,0,6,0,0,8,0,8,1,12,8,9,3,0,5,8,3,7,9,35,2,281,49,195,81,6,1,281,0,0,161,0,0,0,2,0,164,1,1,0,0,13,7,0,0,0,0,19,10,5
Che Adams,sct SCO,FW,28,1996,36,30,2652,9,9.0,63,25,0,1,63,5,414,557,221,283,134,168,37,53,3,2.0,2.9,26,32,7,0,40,23,40,153,12,6,2,4,6,1,7,6,13,2,18,0,802,19,53,387,371,104,801,37,11,509,23,18,9,63,34,630,153,2,0,0,29,40,23,0,0,0,50,36,62
Jakub Adkonis,pl POL,MF,17,2007,1,0,10,0,0.0,0,0,0,0,1,0,4,6,2,3,1,1,1,2,0,0.0,0.0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,1,6,0,0,4,2,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Zakaria Aboukhlal,ma MAR,MO,24,2000,26,22,1901,7,10.2,62,26,1,2,34,7,221,349,145,193,56,94,6,15,2,1.6,2.0,12,16,10,4,22,34,22,164,22,13,7,8,7,4,23,19,16,6,9,0,613,6,59,196,363,113,611,53,16,375,34,24,19,64,26,450,164,4,0,0,35,25,13,2,0,0,61,22,38
Ben Alexander Voll,de GER,GK,23,2000,2,1,91,0,0.0,0,0,0,0,1,0,28,50,8,8,13,14,7,28,0,0.1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,46,52,0,0,0,52,0,0,33,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0
Rayan Aït-Nouri,dz ALG,DF,23,2001,37,37,3109,4,2.7,36,10,0,0,91,12,1449,1721,897,959,435,499,48,118,7,5.5,4.0,46,77,30,10,108,89,108,176,89,57,52,28,9,43,70,27,42,26,75,2,2148,96,577,916,685,96,2148,137,63,1129,89,62,28,52,47,1321,176,7,1,1,30,46,6,0,0,0,145,22,30
Yacine Adli,fr FRA,MF,24,2000,9,5,416,1,0.1,3,1,0,0,27,3,281,345,115,135,119,135,36,55,1,1.1,0.7,14,34,6,3,34,8,34,6,4,3,4,0,0,1,8,7,2,1,2,0,373,6,62,212,102,4,373,7,2,272,8,13,1,3,2,280,6,1,0,0,5,6,0,0,0,0,21,9,2
Jayden Addai,nl NED,FW,18,2005,3,2,187,0,0.1,3,1,0,0,4,2,40,63,25,32,12,18,1,3,0,0.0,0.2,0,4,3,1,6,11,6,21,6,2,3,3,0,5,8,3,4,0,1,0,100,0,12,44,47,7,100,12,4,60,11,6,6,7,6,69,21,0,0,0,4,5,0,1,0,0,10,1,3
Yacine Adli,fr FRA,MF,24,2000,25,14,1219,4,1.0,14,5,0,0,50,10,718,890,299,332,291,331,116,193,6,2.4,2.2,23,84,16,4,103,24,103,30,32,19,11,16,5,17,39,22,13,6,19,0,1021,31,177,607,248,11,1021,32,12,618,24,28,3,19,8,690,30,3,1,1,9,20,0,0,0,0,77,5,16
Ludovic Ajorque,fr FRA,FW,30,1994,8,8,640,0,0.7,13,4,0,0,23,2,117,163,64,91,39,52,11,11,2,2.2,1.8,14,8,6,1,10,3,10,35,3,0,0,3,0,1,5,4,5,1,3,0,209,3,7,93,109,33,209,3,3,77,3,1,0,9,2,149,35,3,0,0,12,9,4,0,0,0,9,35,30
Lucien Agoume,fr FRA,MF,22,2002,35,24,2114,1,0.9,10,2,0,0,60,5,1007,1236,545,601,357,425,79,142,3,2.5,1.6,27,126,19,3,135,29,135,23,70,32,23,37,10,27,39,12,30,41,42,0,1481,65,386,867,248,19,1481,30,22,689,29,23,2,26,13,928,23,5,1,0,49,6,2,0,1,0,136,42,40
Akor Adams,ng NGA,FW,24,2000,15,13,1075,3,4.3,26,12,0,0,25,5,112,179,72,101,32,49,3,10,1,1.0,0.1,12,8,0,0,6,11,6,45,4,3,1,2,1,3,4,1,2,1,5,1,251,5,19,118,117,49,251,14,7,126,11,5,7,16,14,174,45,2,0,0,17,8,16,2,0,0,24,28,27
Manuel Akanji,ch SUI,DF,29,1995,8,8,644,0,0.3,3,0,0,0,13,2,614,648,300,313,291,301,19,27,1,0.6,1.0,4,74,3,0,69,16,69,2,5,3,2,3,0,4,7,3,11,3,15,0,697,27,156,417,125,8,697,3,2,474,16,26,1,3,0,538,2,0,0,0,6,2,0,0,0,0,35,5,4
Álvaro Aguado,es ESP,MF,28,1996,16,4,443,0,0.6,10,1,0,0,16,1,193,248,63,81,99,116,28,40,1,0.6,0.4,4,31,8,3,37,15,37,4,5,2,3,2,0,3,9,6,7,4,5,1,303,7,68,161,78,6,303,8,5,175,15,10,4,9,4,189,4,3,0,0,5,8,0,0,0,0,37,3,2
Martin Adeline,fr FRA,MF,20,2003,1,0,26,0,0.0,0,0,0,0,0,0,8,10,3,3,3,4,1,2,0,0.0,0.0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,2,1,0,0,2,0,14,2,8,4,2,1,14,0,0,6,1,0,1,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,1
Adrián,es ESP,GK,37,1987,7,7,630,0,0.0,0,0,0,0,0,0,175,216,31,31,99,101,45,81,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,231,186,231,0,0,0,231,0,0,144,0,0,0,0,0,117,0,0,0,0,0,1,0,0,0,0,8,1,1
Skelly Alvero,fr FRA,MF,22,2002,12,1,236,0,0.0,1,0,0,0,2,0,68,91,34,41,30,38,3,5,0,0.0,0.1,0,3,3,0,8,1,8,0,11,6,5,5,1,4,5,1,4,2,10,0,136,15,49,68,19,2,136,3,2,70,1,1,0,6,4,74,0,1,0,0,7,5,0,0,0,0,13,5,3
Vasilije Adžić,me MNE,MO,18,2006,6,0,42,0,0.0,1,1,0,0,2,0,15,20,8,10,5,6,2,2,0,0.0,0.0,0,1,1,0,1,0,1,3,2,2,0,1,1,0,1,1,0,0,0,0,24,0,5,8,11,2,24,1,0,14,0,1,0,1,1,20,3,0,0,0,1,1,0,0,0,0,3,2,3
Kristoffer Ajer,no NOR,DF,26,1998,24,17,1438,0,1.0,9,3,0,0,18,2,504,644,260,299,199,248,27,54,0,1.2,0.5,8,44,7,4,56,27,56,44,26,18,14,11,1,14,27,13,17,12,50,0,795,53,265,368,168,38,795,16,7,387,27,11,2,15,12,491,44,5,0,0,13,6,2,0,0,0,42,27,23
Henry Addo,sk SVK,FW,21,2003,7,0,112,0,0.2,2,1,0,0,2,0,32,37,20,21,12,14,0,1,0,0.0,0.0,1,3,0,0,1,4,1,18,0,0,0,0,0,0,0,0,2,0,0,0,52,0,6,14,32,0,52,3,0,37,4,2,0,5,1,41,18,1,0,0,1,1,0,0,0,0,3,0,3
Manuel Akanji,ch SUI,DF,29,1995,26,23,2014,0,1.6,15,2,0,0,37,3,1632,1744,776,812,757,795,84,113,0,0.4,1.3,9,177,11,2,158,46,158,7,19,12,12,4,3,11,17,6,11,9,64,3,1881,119,559,920,405,19,1881,2,2,1254,46,64,0,5,5,1483,7,3,0,0,17,9,0,0,0,0,103,30,33
Aurele Amenda,ch SUI,DF,21,2003,8,1,96,0,0.0,0,0,0,0,2,0,58,69,24,27,26,29,7,9,0,0.3,0.3,1,2,0,0,2,1,2,1,1,0,1,0,0,0,0,0,2,2,11,0,89,13,42,42,6,1,89,1,1,46,1,0,0,1,0,52,1,1,0,0,3,2,0,0,0,0,2,8,3
Nathan Aké,nl NED,DF,29,1995,4,3,284,0,0.3,2,1,0,0,2,0,237,248,116,120,115,118,6,8,0,0.0,0.1,1,15,0,0,16,2,16,2,1,1,1,0,0,0,3,3,3,1,8,0,266,20,68,140,58,3,266,0,0,189,2,5,0,1,0,223,2,0,0,0,3,1,1,0,0,0,8,4,7
Michel Aebischer,ch SUI,MF,27,1997,14,9,724,0,0.4,10,5,0,0,18,0,366,419,165,179,153,169,41,53,0,0.4,0.6,8,41,5,2,33,8,33,17,18,13,8,7,3,10,14,4,4,7,6,0,485,11,74,302,114,10,485,6,3,291,8,12,2,5,7,346,17,2,0,0,16,16,0,0,0,0,35,5,9
Lorenzo Aguado,es ESP,DF,21,2002,2,0,5,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adryelson,br BRA,DF,26,1998,1,0,1,0,0.0,0,0,0,0,0,0,1,3,0,1,1,2,0,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,2,3,0,0,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Peter Agba,ng NGA,MF,21,2002,6,3,282,1,0.3,5,1,0,0,6,0,149,173,55,62,70,78,14,16,0,0.0,0.1,1,12,1,0,11,6,11,6,3,2,2,0,1,1,4,3,3,1,4,1,208,4,38,145,28,1,208,4,2,123,6,3,0,5,2,133,6,2,0,0,8,5,0,0,1,0,23,4,3
Adryelson,br BRA,DF,26,1998,2,2,180,0,0.1,2,1,0,0,1,0,108,126,43,48,62,69,2,5,0,0.0,0.0,0,0,1,0,6,2,6,1,3,3,2,1,0,1,1,0,5,1,15,0,152,17,76,64,12,4,152,0,0,83,2,0,0,0,0,101,1,0,0,0,3,0,0,0,0,0,7,14,4
Nadiem Amiri,de GER,MF,27,1996,30,30,2473,7,5.5,60,24,2,2,119,15,1371,1781,610,683,546,641,179,353,5,6.6,9.2,63,173,57,9,204,50,204,64,50,23,13,28,9,19,46,27,19,16,30,2,2093,45,360,1159,604,49,2091,67,32,1134,50,43,14,42,27,1307,64,9,2,1,44,51,2,0,0,0,207,16,17
Prince Adu Kwabena,gh GHA,FW,20,2003,11,7,637,3,2.5,23,8,0,0,20,3,98,138,63,77,17,28,7,9,1,0.6,0.2,3,5,1,0,10,16,10,50,14,8,5,6,3,5,14,9,10,4,3,0,289,2,22,109,167,42,289,51,26,160,16,12,15,38,32,193,50,2,0,0,16,13,10,0,0,0,27,10,16
Emmanuel Agbadou,ci CIV,DF,27,1997,14,14,1260,0,0.5,15,3,0,0,21,1,810,922,293,316,400,417,110,174,0,0.3,0.3,8,71,4,1,77,10,77,0,25,17,19,3,3,19,26,7,22,19,64,1,1080,178,565,474,45,4,1080,12,9,621,10,9,0,9,6,701,0,3,0,0,13,6,0,0,0,0,85,18,11
Erlingur Agnarsson,is ISL,MO,26,1998,6,6,467,0,0.2,2,0,0,0,8,5,67,105,39,51,19,31,3,6,2,0.8,0.3,2,5,5,0,10,7,10,34,9,6,3,3,3,0,1,1,10,1,5,0,157,6,19,61,79,14,157,7,5,85,7,7,2,14,4,93,34,0,0,0,5,0,0,0,0,0,10,5,5
Nayef Aguerd,ma MAR,DF,28,1996,21,21,1760,0,2.4,15,5,0,0,16,1,1213,1389,438,462,618,662,144,229,0,0.1,0.3,5,87,3,1,75,26,75,1,30,24,17,12,1,12,18,6,21,13,91,0,1594,132,729,815,53,16,1594,10,5,1019,26,18,0,7,3,1138,1,5,0,0,11,19,0,0,1,0,73,61,32
Maghnes Akliouche,fr FRA,MO,22,2002,10,10,805,2,1.5,19,8,0,0,39,4,297,375,172,196,99,120,22,37,2,2.1,1.4,13,35,9,3,47,37,47,51,13,8,1,11,1,5,18,13,7,10,3,1,493,7,38,225,236,34,493,35,13,260,37,31,10,21,14,353,51,1,0,0,10,16,4,0,0,0,46,2,9
Nathan Aké,nl NED,DF,29,1995,10,8,678,0,0.2,3,0,0,0,8,0,509,542,248,253,237,244,20,34,0,0.0,0.2,1,42,1,0,50,12,50,2,9,7,7,2,0,4,6,2,7,3,22,1,596,51,205,331,61,5,596,1,1,403,12,12,1,4,3,449,2,0,0,0,2,0,0,0,0,0,24,13,10
Honest Ahanor,it ITA,MF,16,2008,6,3,270,0,0.5,3,1,0,0,5,0,51,76,24,32,24,34,3,7,0,0.1,0.1,2,0,0,0,3,3,3,7,7,5,2,3,2,7,10,3,4,1,9,0,106,8,27,43,38,7,106,1,0,52,3,1,0,7,2,50,7,0,0,0,2,8,0,0,0,0,14,5,3
Julen Agirrezabala,es ESP,GK,23,2000,13,13,1170,0,0.0,0,0,0,0,0,0,214,310,24,24,120,121,70,165,0,0.0,0.0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,2,1,0,0,6,0,332,270,330,2,0,0,332,0,0,172,0,0,0,0,0,149,0,0,0,0,0,3,0,0,0,0,14,3,0
Chuba Akpom,eng ENG,FW,28,1995,1,0,24,0,0.2,1,1,0,0,0,0,5,8,3,4,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,11,0,1,1,9,3,11,0,0,8,1,0,0,0,1,8,3,0,0,0,0,0,0,0,0,0,1,0,1
Junior Ajayi,ci CIV,FW,19,2004,2,0,13,0,0.0,0,0,0,0,0,0,4,4,1,1,3,3,0,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,5,0,0,5,0,0,0,1,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0
Lawrence Agyekum,gh GHA,MF,20,2003,5,1,192,0,0.1,2,0,0,0,5,1,43,65,24,30,14,20,3,10,0,0.1,0.1,1,6,1,0,4,1,4,4,8,6,2,6,0,2,4,2,3,3,4,0,100,4,21,57,23,1,100,8,5,44,1,2,0,8,3,46,4,0,0,0,2,5,0,0,0,0,19,2,4
Jeremy Agbonifo,se SWE,MO,18,2005,8,1,300,1,0.7,6,4,0,0,8,0,58,80,37,43,18,24,1,4,0,0.2,0.4,3,4,4,2,6,13,6,36,7,6,6,0,1,3,7,4,2,1,0,1,131,1,22,39,72,16,131,20,9,84,13,2,10,11,6,92,36,1,0,0,14,5,2,0,0,0,9,1,9
Carlos Alcaraz,ar ARG,MF,21,2002,1,0,10,0,0.1,1,1,0,0,1,0,13,13,7,7,4,4,2,2,0,0.1,0.0,1,4,1,1,6,4,6,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,1,8,9,2,17,2,0,12,4,1,0,0,0,12,1,0,0,0,1,0,0,0,0,0,2,1,0
Mohamed Amoura,dz ALG,FW,24,2000,31,29,2467,10,8.7,73,25,2,2,80,13,532,757,292,395,163,204,45,64,9,4.0,3.7,35,29,26,5,61,81,61,244,29,22,14,5,10,14,37,23,42,9,24,0,1106,17,119,385,629,127,1104,91,37,628,81,46,35,86,18,733,244,6,0,0,30,20,24,1,0,0,92,19,45
Joseph Aidoo,gh GHA,DF,28,1995,8,6,583,0,0.0,1,0,0,0,1,0,337,378,80,87,215,226,41,63,0,0.0,0.1,0,9,2,0,14,1,14,0,5,5,3,2,0,2,3,1,8,5,26,1,431,61,265,168,2,1,431,1,1,259,1,0,0,0,1,320,0,0,0,0,4,2,0,0,0,0,25,9,8
Nayef Aguerd,ma MAR,DF,28,1996,11,9,880,0,0.2,7,0,0,0,5,1,512,586,189,204,262,280,55,88,0,0.0,0.1,1,28,1,0,33,0,33,2,12,9,9,3,0,4,7,3,13,9,44,1,689,66,305,361,23,8,689,8,3,415,0,6,0,4,2,481,2,2,0,0,10,8,1,0,0,0,42,25,16
Ruben Aguilar,fr FRA,MF,31,1993,16,13,1124,1,0.8,11,3,0,0,26,5,677,843,430,487,184,238,34,54,2,1.9,1.4,11,44,21,6,74,32,74,101,34,18,17,12,5,24,39,15,25,13,23,0,996,27,253,430,320,30,996,21,9,518,32,21,5,19,6,612,101,4,0,0,14,15,5,0,0,0,79,10,16
Joseph Aidoo,gh GHA,DF,28,1995,1,0,2,0,0.0,0,0,0,0,0,0,6,7,1,1,5,5,0,0,0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,4,4,0,0,8,0,0,7,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0
Robert Andrich,de GER,MF,29,1994,23,19,1598,2,1.3,21,5,0,0,33,4,865,978,446,483,336,373,56,81,2,0.3,1.0,9,65,8,0,65,8,65,17,24,12,8,14,2,7,14,7,16,29,23,0,1114,45,252,646,220,20,1114,5,2,526,8,14,1,7,1,792,17,7,0,0,29,17,0,0,1,0,73,21,12
Kerem Aktürkoğlu,tr TUR,FW,25,1998,12,11,847,4,3.9,21,10,0,0,25,4,166,251,97,121,44,67,12,29,0,1.5,1.5,16,13,9,5,14,18,14,46,9,8,7,2,0,6,14,8,9,13,12,0,360,7,60,161,146,32,360,15,3,234,18,21,6,24,10,227,46,1,0,0,5,7,4,1,0,0,41,6,14
Nnamdi Ahanonu,ng NGA,MO,22,2002,3,2,181,0,0.6,6,2,0,0,0,0,21,24,11,12,6,7,1,1,0,0.0,0.0,0,2,0,0,1,2,1,9,0,0,0,0,0,0,0,0,1,0,2,0,47,1,8,14,26,8,47,4,0,31,2,5,0,2,3,38,9,0,0,0,2,4,3,0,0,0,2,1,4
Carlos Alcaraz,ar ARG,MO,21,2002,15,7,764,2,1.7,26,11,0,0,33,6,224,278,96,112,95,107,24,37,3,1.6,0.7,13,20,18,3,42,19,42,21,11,5,5,3,3,3,11,8,9,5,10,0,378,15,63,168,156,19,378,18,9,211,19,21,2,14,13,247,21,4,0,0,13,12,1,0,0,0,37,14,8
Jean-Daniel Akpa-Akpro,ci CIV,MF,31,1992,14,12,966,0,0.3,4,2,0,0,12,1,275,346,156,172,96,117,13,19,0,0.2,0.2,3,19,2,1,19,21,19,22,30,18,15,14,1,9,21,12,19,13,16,1,505,29,157,258,99,7,505,38,12,306,21,15,2,24,2,290,22,4,0,0,24,18,0,0,0,0,54,11,15
Matheus Aiás,br BRA,FW,27,1996,6,4,337,4,2.4,14,9,0,0,13,1,67,92,32,40,21,28,9,11,0,0.5,0.3,8,2,3,0,9,6,9,22,4,4,0,3,1,0,2,2,2,4,4,0,141,5,13,63,69,25,141,11,6,74,6,5,2,11,8,101,22,2,0,0,4,5,2,0,0,0,11,7,5
David Akpan Ankeye,ng NGA,MO,22,2002,4,0,45,0,0.0,0,0,0,0,1,1,6,7,3,4,1,1,0,0,0,0.0,0.0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,9,1,2,3,4,0,9,1,1,6,0,1,0,0,2,10,3,0,0,0,3,1,0,0,0,0,0,0,1
Naouirou Ahamada,fr FRA,MO,22,2002,3,0,58,0,0.0,1,0,0,0,2,0,17,22,8,11,9,9,0,2,0,0.0,0.0,0,2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,2,2,0,31,1,12,16,3,0,31,1,0,16,2,1,0,1,1,17,1,0,0,0,1,0,0,0,0,0,7,0,1
Ilias Akhomach,ma MAR,MO,20,2004,11,7,584,1,0.6,17,6,0,0,29,1,136,185,76,88,46,63,8,14,0,1.0,1.7,9,5,8,2,12,30,12,64,12,7,4,4,4,6,12,6,8,3,13,0,293,8,44,89,163,29,293,43,19,200,30,18,20,15,10,209,64,1,0,0,9,21,1,0,0,0,30,6,6
David Alaba,at AUT,DF,32,1992,5,2,175,0,0.0,0,0,0,0,3,0,104,116,58,61,40,43,3,9,0,0.0,0.1,1,7,0,0,5,1,5,6,2,2,2,0,0,1,2,1,3,1,4,0,128,15,57,47,24,2,128,0,0,79,1,0,0,0,0,91,6,1,0,0,3,1,1,0,0,0,3,1,1
Waldemar Anton,de GER,DF,28,1996,26,22,1949,2,1.7,19,3,0,0,41,5,1664,1841,633,662,899,959,122,181,2,0.8,1.8,6,124,6,3,117,32,117,28,34,21,18,10,6,17,23,6,33,30,112,1,2126,189,793,1162,179,32,2126,24,20,1386,32,28,0,21,9,1542,28,4,0,0,20,20,1,0,0,1,122,46,27
Trent Alexander-Arnold,eng ENG,DF,25,1998,33,28,2365,3,1.9,45,8,0,0,98,10,1448,1971,632,704,589,771,203,418,6,7.3,7.4,52,207,65,20,232,51,232,94,72,50,44,19,9,49,105,56,26,31,55,4,2253,88,593,1014,660,44,2253,37,17,1184,51,36,9,19,15,1436,94,5,0,0,11,9,1,0,0,0,132,3,13
Oyindamola Ajayi,eng ENG,FW,18,2005,1,0,10,1,0.1,1,1,0,0,2,1,5,5,4,4,1,1,0,0,0,0.0,0.0,1,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,4,1,6,0,0,4,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0
Trent Alexander-Arnold,eng ENG,DF,25,1998,8,7,573,0,0.5,10,2,0,0,17,2,277,373,107,125,133,160,34,80,1,0.5,0.6,5,38,7,0,46,5,46,16,14,9,9,5,0,10,25,15,5,8,6,3,422,20,115,197,116,1,422,9,4,250,5,7,0,5,4,271,16,0,0,0,2,1,0,0,0,0,29,1,2
Alisson,br BRA,GK,31,1992,28,28,2508,0,0.0,0,0,0,0,7,1,794,959,229,232,426,433,137,289,0,0.6,0.2,1,12,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,13,1,1011,742,991,20,0,0,1011,1,1,657,0,0,0,1,0,618,0,0,0,0,0,2,0,0,0,0,47,7,0
Chadrac Akolo,cd COD,FW,29,1995,6,3,301,0,0.9,9,3,0,0,6,0,53,70,32,43,16,19,3,3,0,0.3,0.1,4,6,4,0,7,0,7,19,4,2,1,2,1,0,1,1,1,1,0,0,101,0,4,44,54,15,101,11,6,54,0,0,2,6,6,72,19,1,0,0,6,2,3,0,0,0,10,0,6
Samet Akaydın,tr TUR,DF,30,1994,2,2,135,0,0.0,0,0,0,0,1,0,71,83,25,27,44,48,2,6,0,0.1,0.0,1,2,0,0,4,0,4,0,1,0,1,0,0,0,1,1,4,3,8,2,101,9,58,43,1,0,101,0,0,62,0,0,0,1,0,62,0,1,0,0,3,3,0,0,0,0,8,3,3
Maximilian Arnold,de GER,MF,30,1994,28,27,2356,3,0.9,27,12,0,0,83,10,1049,1358,367,409,490,564,171,333,5,3.5,4.4,45,132,19,8,128,9,128,16,34,20,13,18,3,15,33,18,21,24,70,2,1576,86,356,927,308,7,1576,6,1,787,9,11,0,18,11,885,16,7,1,0,30,52,0,0,0,0,154,14,23
David Alaba,at AUT,DF,32,1992,7,4,317,0,0.0,0,0,0,0,2,0,206,228,90,90,96,98,15,32,0,0.1,0.1,1,11,1,0,7,2,7,4,1,0,1,0,0,0,0,0,5,6,7,0,247,36,137,100,11,2,247,0,0,180,2,1,0,1,0,199,4,1,0,0,2,0,0,0,0,0,8,4,1
Jean-Eudes Aholou,ci CIV,MF,30,1994,26,26,1959,2,1.8,27,7,0,0,33,1,644,764,320,361,287,322,21,47,0,1.0,0.7,10,46,7,0,68,15,68,16,56,36,26,20,10,22,48,26,34,33,32,0,1032,45,259,615,167,34,1032,28,12,495,15,8,2,32,15,615,16,7,0,0,50,25,1,0,0,0,100,38,23
Faride Alidou,de GER,MO,23,2001,3,0,71,0,0.0,1,0,0,0,2,0,16,20,7,7,4,6,1,2,0,0.0,0.0,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,3,1,31,2,5,11,17,0,31,4,2,17,1,3,0,1,1,19,2,0,0,0,1,0,0,0,0,0,0,1,0
Ibrahim Alani,ng NGA,MF,18,2006,3,1,160,0,0.0,1,0,0,0,0,0,71,85,23,25,37,39,8,15,0,0.0,0.0,0,7,0,0,5,2,5,1,12,7,8,4,0,4,6,2,3,1,1,0,113,8,36,74,4,0,113,1,1,54,2,0,0,1,2,65,1,0,0,0,2,5,0,0,0,0,13,3,1
Ayman Aiki,fr FRA,MO,19,2005,5,1,127,0,0.1,3,1,0,0,1,0,17,29,12,17,4,7,1,3,0,0.0,0.0,1,2,1,0,5,4,5,8,3,3,1,2,0,1,1,0,1,1,0,0,48,1,10,20,19,2,48,4,0,33,4,2,1,5,7,37,8,0,0,0,4,1,0,0,0,0,7,1,4
Alisson,br BRA,GK,31,1992,6,6,570,0,0.0,0,0,0,0,2,1,181,243,34,34,94,95,53,113,0,0.0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,261,195,260,1,0,0,261,0,0,175,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,6,1,0
Iván Alejo,es ESP,MO,29,1995,2,0,39,0,0.0,0,0,0,0,1,0,11,19,5,8,3,4,3,5,0,0.0,0.0,1,2,1,1,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,9,9,0,20,1,0,15,1,0,0,0,0,15,5,0,0,0,1,1,0,0,0,0,1,0,2
Jann-Fiete Arp,de GER,MO,24,2000,23,3,713,2,3.8,20,9,1,2,33,3,102,174,43,64,36,54,21,41,0,1.0,1.7,11,7,12,3,21,14,21,66,13,10,5,2,6,4,13,9,6,3,8,1,303,9,43,115,151,28,301,32,14,158,14,10,3,34,16,179,66,8,1,1,20,18,2,0,0,0,21,2,13
Miguel Almirón,py PAR,FW,30,1994,9,1,157,0,0.5,6,2,0,0,8,0,54,66,39,42,13,16,1,3,0,0.3,0.2,3,3,1,0,6,3,6,18,3,2,2,0,1,2,3,1,2,0,0,0,81,1,10,35,36,9,81,2,1,54,3,3,2,0,2,59,18,0,0,0,1,3,2,0,0,0,4,0,2
Dele Alli,eng ENG,MF,28,1996,1,0,9,0,0.0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,4,0,0,3,0,0,0,1,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0
Yusuf Akçiçek,tr TUR,DF,18,2006,7,6,526,1,0.6,5,3,0,0,5,1,249,294,106,112,122,136,19,37,1,0.4,0.1,1,23,1,0,28,2,28,2,14,11,9,5,0,6,9,3,6,4,24,2,354,31,156,184,17,4,354,3,2,205,2,2,0,2,3,232,2,1,0,0,4,3,1,0,0,0,26,11,9
