Team,League,Matches,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Attempted Goal Kicks,Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Carries,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Pass Length,Goal Kick Length,Distance of Defensive Actions,Passing Distance,Carrying Distance,Progressive Pass Distance %,Progressive Carry Distance %
Rennes,Ligue 1,34,30537.0,0.41,0.15,0.26,0.14,-0.01,0.04,0.35,1.06,2.98,0.39,0.53,1.18,0.07,0.11,0.15,0.09,1.25,0.46,0.14,0.12,0.01,0.02,2.22,0.24,0.93,3.15,0.78,0.18,1.71,0.08,0.08,38.37,46.33,4.24,0.11,0.35,0.9,0.14,42.3,3.9,1.15,17.33,19.56,17.06,19.56,2.98,4.77,31.58,1.95,1.26,0.55,1.89,0.79,0.96,1.75,1.07,0.83,0.69,0.24,0.87,1.49,0.62,0.99,1.03,0.28,2.12,0.03,4.14,1.49,1.01,2.5,38.68,4.18,57.23,3.0,14.84,28.3,14.64,2.25,57.21,0.19,0.01,1.31,1.12,0.14,0.02,0.01,0.01,1.29,1.16,2.44,3.84,36.54,18.56,14.14,5.41,0.31,0.51
Roma,Europa League,12,10701.0,0.33,0.11,0.23,0.12,0.01,0.03,0.45,1.18,3.15,0.45,0.67,1.4,0.12,0.11,0.14,0.11,1.54,0.49,0.16,0.15,0.02,0.02,2.72,0.26,1.16,3.36,0.98,0.25,1.98,0.12,0.12,45.35,53.9,4.1,0.15,0.43,0.86,0.29,49.81,3.8,1.22,19.73,22.37,20.25,22.62,3.95,6.32,47.57,1.77,2.03,0.47,1.79,0.82,0.85,1.69,1.03,0.73,0.62,0.34,0.8,1.38,0.58,0.94,0.97,0.26,2.12,0.05,4.13,1.42,0.79,2.21,45.84,4.05,64.95,3.3,15.75,31.6,18.29,2.77,64.94,0.22,0.03,1.01,1.28,0.29,0.02,0.02,0.01,1.56,1.05,2.61,4.35,43.62,16.34,14.66,5.35,0.29,0.43
Roma,Serie A,38,34174.0,0.4,0.09,0.31,0.11,0.02,0.04,0.33,1.09,3.31,0.45,0.53,1.3,0.08,0.09,0.14,0.09,1.35,0.43,0.14,0.12,0.02,0.02,2.44,0.25,1.03,3.39,0.83,0.21,1.67,0.07,0.09,41.78,49.53,3.95,0.13,0.24,0.76,0.15,45.57,3.81,1.2,18.88,20.9,18.64,20.91,3.23,5.44,34.59,1.82,1.52,0.43,1.48,0.55,0.7,1.45,0.86,0.61,0.62,0.22,0.59,1.16,0.57,0.74,0.87,0.29,1.93,0.04,3.64,1.44,0.74,2.18,42.09,3.92,59.51,3.03,14.82,29.88,15.32,2.26,59.48,0.17,0.01,1.07,1.25,0.16,0.01,0.02,0.0,1.15,1.25,2.4,4.12,45.51,17.25,14.38,5.16,0.29,0.49
Saint-Étienne,Ligue 1,33,29603.0,0.63,0.23,0.39,0.22,-0.01,0.01,0.4,1.48,2.97,0.44,0.62,1.55,0.07,0.1,0.11,0.08,1.08,0.33,0.11,0.1,0.01,0.01,1.9,0.19,0.81,3.08,0.72,0.1,1.2,0.07,0.07,37.15,44.9,3.84,0.16,0.15,0.79,0.13,41.11,3.65,0.95,18.46,20.56,15.43,17.76,2.31,4.23,29.2,1.61,1.02,0.42,1.7,0.73,0.89,1.76,1.13,0.88,0.66,0.22,0.9,1.8,0.9,0.99,1.23,0.41,2.52,0.08,4.22,1.67,0.94,2.61,37.43,3.81,56.38,4.12,17.1,25.78,14.01,1.82,56.37,0.17,0.01,1.34,1.05,0.14,0.05,0.01,0.01,1.02,1.16,2.18,4.94,40.52,18.07,13.38,4.98,0.33,0.5
Sevilla,La Liga,38,34000.0,0.39,0.15,0.25,0.13,-0.02,0.03,0.41,1.55,2.95,0.39,0.56,1.36,0.07,0.11,0.1,0.08,1.25,0.39,0.11,0.1,0.01,0.01,2.14,0.18,0.93,2.75,0.55,0.16,1.62,0.05,0.08,35.96,44.27,3.16,0.11,0.34,0.83,0.17,40.13,3.98,1.05,17.31,19.22,15.21,17.67,2.71,5.29,27.45,1.57,1.05,0.43,1.91,0.9,0.85,1.71,1.03,0.84,0.64,0.23,0.82,1.47,0.66,0.97,0.97,0.23,2.41,0.03,4.0,1.65,0.88,2.53,35.8,3.14,55.72,3.25,17.61,25.91,12.74,1.77,55.71,0.25,0.03,1.3,1.05,0.19,0.02,0.0,0.0,1.38,1.17,2.55,4.74,46.72,17.76,13.77,5.27,0.31,0.51
Shakhtar,Champions League,8,7178.0,0.65,0.2,0.45,0.21,0.01,0.03,0.58,1.64,3.9,0.43,0.68,1.77,0.2,0.05,0.1,0.06,0.93,0.25,0.1,0.08,0.01,0.03,1.54,0.15,0.65,2.16,0.58,0.18,1.14,0.06,0.06,34.02,41.08,2.44,0.2,0.38,0.84,0.11,37.99,2.97,0.83,16.22,17.88,13.93,15.9,2.81,4.69,28.36,1.29,0.85,0.41,1.99,1.03,0.88,1.63,0.98,0.98,0.44,0.21,0.75,1.84,1.09,1.04,1.22,0.45,2.32,0.09,4.07,1.19,0.74,1.93,34.02,2.42,51.88,4.63,20.16,21.72,10.44,1.72,51.86,0.16,0.01,1.07,0.87,0.13,0.03,0.03,0.0,0.83,1.3,2.13,3.69,40.62,10.4,13.89,5.25,0.3,0.45
Shamrock Rov,Europa Conference League,8,7459.0,0.34,0.12,0.22,0.1,-0.02,0.02,0.27,0.95,1.83,0.46,0.62,1.59,0.05,0.14,0.14,0.06,0.89,0.39,0.11,0.11,0.0,0.0,1.58,0.23,0.75,2.98,0.56,0.12,1.57,0.08,0.1,34.06,42.64,3.08,0.1,0.18,0.94,0.1,39.25,3.29,0.86,18.46,20.49,12.19,14.66,2.33,4.83,29.19,1.4,1.04,0.3,1.48,0.58,0.78,1.58,0.98,0.75,0.6,0.23,0.84,1.69,0.84,0.74,1.04,0.29,2.91,0.11,4.1,1.57,0.99,2.56,34.54,3.05,53.95,4.2,17.86,24.25,12.27,1.42,53.95,0.25,0.02,1.05,1.01,0.1,0.0,0.0,0.0,1.1,1.17,2.27,7.71,40.85,18.45,12.53,4.95,0.37,0.46
Slavia Prague,Europa League,8,7200.0,0.38,0.14,0.22,0.13,-0.0,0.01,0.46,1.01,3.69,0.39,0.34,0.78,0.04,0.14,0.09,0.08,1.76,0.56,0.13,0.13,0.0,0.0,2.98,0.18,1.24,2.69,1.39,0.7,3.28,0.11,0.11,32.91,43.82,4.31,0.02,0.22,1.0,0.24,39.09,4.5,1.27,15.15,17.88,12.99,16.42,3.54,6.34,23.75,1.88,1.26,0.38,1.54,0.65,0.81,1.52,0.89,0.64,0.64,0.25,0.75,1.27,0.52,1.02,1.04,0.22,1.29,0.09,4.75,1.8,1.0,2.8,33.05,4.28,54.85,2.61,13.78,22.39,19.2,3.31,54.85,0.28,0.0,1.52,1.29,0.24,0.04,0.0,0.0,1.79,1.98,3.76,2.97,35.82,23.0,13.02,6.35,0.36,0.5
Slovan Bratislava,Champions League,8,7199.0,0.8,0.34,0.45,0.3,-0.04,0.0,0.43,1.26,1.96,0.49,1.0,2.04,0.14,0.0,0.09,0.06,0.76,0.23,0.09,0.08,0.01,0.01,1.3,0.15,0.55,2.06,0.35,0.01,0.95,0.03,0.05,27.65,35.43,2.46,0.14,0.29,0.96,0.14,32.02,3.28,1.05,13.68,15.76,10.3,12.34,2.15,4.13,25.1,1.19,0.65,0.35,1.96,0.83,0.99,1.65,1.05,1.01,0.5,0.14,0.8,1.75,0.95,1.23,1.41,0.55,3.35,0.08,4.05,1.29,0.75,2.04,28.58,2.44,47.27,5.86,19.74,20.18,7.93,1.25,47.26,0.21,0.03,0.9,1.25,0.15,0.03,0.01,0.0,0.81,0.9,1.71,8.24,37.61,,12.44,5.35,0.34,0.47
Southampton,Premier League,38,34118.0,0.65,0.23,0.41,0.22,-0.01,0.01,0.62,1.86,3.41,0.45,0.6,1.55,0.09,0.07,0.07,0.04,0.9,0.28,0.08,0.08,0.0,0.01,1.62,0.11,0.71,2.5,0.57,0.16,1.45,0.05,0.06,38.34,44.93,2.97,0.11,0.15,0.71,0.11,41.7,3.12,0.92,18.43,20.31,16.65,18.59,2.29,3.86,30.78,1.69,1.21,0.44,1.94,0.82,0.88,1.72,1.0,0.82,0.7,0.2,0.74,1.53,0.79,0.8,1.14,0.53,2.57,0.11,3.72,1.27,0.94,2.21,38.24,2.95,55.73,4.75,17.95,25.73,12.57,1.81,55.72,0.23,0.01,1.21,1.1,0.13,0.02,0.01,0.0,1.21,1.11,2.32,4.37,51.3,19.6,13.88,5.31,0.27,0.51
Sparta Prague,Champions League,8,7200.0,0.76,0.26,0.51,0.21,-0.05,0.01,0.52,1.85,3.04,0.48,0.65,1.5,0.09,0.09,0.08,0.04,0.94,0.26,0.08,0.08,0.0,0.0,1.54,0.11,0.61,1.58,0.35,0.12,0.96,0.05,0.06,23.19,30.78,2.29,0.08,0.25,0.75,0.09,27.72,2.96,0.61,10.45,12.48,9.85,11.95,2.15,4.31,22.09,1.01,0.69,0.26,1.32,0.57,0.68,1.49,0.89,0.84,0.44,0.21,0.7,1.61,0.91,0.94,1.3,0.51,2.71,0.1,3.89,1.02,0.71,1.74,23.4,2.28,41.1,3.99,14.31,18.94,8.21,1.46,41.1,0.15,0.0,1.01,0.66,0.1,0.01,0.0,0.01,1.15,1.24,2.39,5.97,55.19,15.04,12.93,4.77,0.31,0.48
Sporting CP,Champions League,10,9000.0,0.51,0.15,0.36,0.18,0.02,0.03,0.22,0.73,2.65,0.41,0.69,1.16,0.07,0.06,0.13,0.09,1.22,0.41,0.12,0.11,0.02,0.02,2.22,0.23,0.96,2.78,0.54,0.09,1.15,0.07,0.09,39.82,46.81,3.4,0.17,0.19,0.84,0.13,42.82,3.86,1.43,18.33,20.32,18.05,20.14,2.84,4.47,36.02,1.83,1.25,0.62,2.07,0.83,0.97,1.72,1.03,0.85,0.71,0.16,0.89,1.68,0.79,0.84,0.97,0.26,1.84,0.09,3.97,1.19,1.0,2.19,40.5,3.37,56.99,3.87,18.73,26.64,12.1,1.8,56.97,0.17,0.0,1.03,1.45,0.13,0.02,0.02,0.01,0.71,0.81,1.52,4.15,37.85,14.85,14.49,4.97,0.32,0.51
St. Gallen,Europa Conference League,6,5400.0,0.83,0.3,0.55,0.26,-0.04,0.0,0.45,0.95,3.22,0.45,0.67,1.35,0.1,0.13,0.17,0.08,1.37,0.45,0.15,0.15,0.0,0.0,2.33,0.33,0.97,3.13,0.97,0.2,2.08,0.12,0.13,31.27,41.85,4.1,0.15,0.22,1.12,0.25,37.42,4.18,0.8,14.15,16.78,13.0,16.43,3.23,5.97,27.88,1.65,0.9,0.47,1.68,0.77,0.87,1.62,1.05,0.82,0.67,0.13,0.9,1.82,0.92,0.97,1.27,0.37,2.22,0.08,4.38,1.43,0.85,2.28,32.22,4.08,53.35,3.45,15.53,24.4,13.88,2.63,53.35,0.23,0.0,1.25,0.85,0.25,0.02,0.0,0.02,1.32,1.68,3.0,4.15,29.06,18.81,13.21,5.7,0.37,0.5
St. Pauli,Bundesliga,34,30564.0,0.41,0.12,0.28,0.15,0.03,0.03,0.5,1.53,3.85,0.33,0.43,1.25,0.07,0.08,0.08,0.06,1.11,0.32,0.1,0.1,0.0,0.01,1.94,0.13,0.81,2.51,0.59,0.21,1.77,0.08,0.08,31.48,40.77,3.16,0.09,0.17,0.89,0.19,36.69,3.9,0.94,14.38,16.58,13.78,16.6,2.44,5.09,24.04,1.23,0.96,0.36,1.26,0.52,0.59,1.58,0.93,0.75,0.64,0.19,0.78,1.5,0.72,0.76,1.15,0.26,2.63,0.05,3.82,1.4,0.77,2.17,31.42,3.11,51.82,3.42,15.59,24.18,12.5,1.91,51.81,0.15,0.01,1.04,1.03,0.19,0.01,0.01,0.0,1.54,1.93,3.47,2.75,38.16,16.33,13.07,5.04,0.33,0.49
Strasbourg,Ligue 1,34,30597.0,0.5,0.13,0.37,0.15,0.02,0.03,0.36,1.13,4.59,0.44,0.34,1.59,0.13,0.15,0.16,0.13,1.04,0.41,0.15,0.14,0.01,0.01,1.82,0.27,0.8,2.57,0.63,0.15,1.46,0.09,0.11,39.17,46.43,3.54,0.17,0.13,0.74,0.14,42.47,3.83,1.22,17.86,19.8,18.33,20.76,2.26,3.96,32.12,1.65,1.07,0.5,1.85,0.83,0.89,1.58,0.98,0.75,0.63,0.2,0.76,1.35,0.59,0.83,1.11,0.33,2.56,0.05,4.05,1.51,0.77,2.29,39.23,3.5,57.41,4.13,19.95,26.78,11.25,1.81,57.41,0.2,0.01,1.15,1.22,0.14,0.02,0.01,0.01,0.98,0.95,1.94,2.49,45.21,17.6,14.08,4.75,0.31,0.52
Sturm Graz,Champions League,8,7197.0,0.56,0.18,0.39,0.19,0.02,0.03,0.46,1.65,2.78,0.35,0.64,1.71,0.15,0.06,0.05,0.03,0.84,0.3,0.08,0.08,0.0,0.0,1.45,0.08,0.61,1.91,0.53,0.08,1.26,0.04,0.06,25.66,33.38,2.33,0.18,0.14,0.45,0.2,29.8,3.38,0.96,12.96,14.99,9.87,12.34,1.73,3.99,25.26,0.93,0.76,0.21,1.39,0.59,0.69,1.95,1.31,1.13,0.63,0.2,0.96,1.94,0.98,0.96,1.23,0.34,2.86,0.08,4.16,1.41,0.95,2.36,25.69,2.33,45.38,4.34,17.01,20.36,8.72,1.23,45.38,0.21,0.03,1.31,1.04,0.23,0.0,0.0,0.0,0.93,1.43,2.35,4.43,52.52,11.86,12.17,4.67,0.35,0.45
Stuttgart,Bundesliga,34,30448.0,0.4,0.16,0.25,0.13,-0.03,0.02,0.46,1.21,3.5,0.4,0.36,1.23,0.06,0.17,0.18,0.13,1.37,0.51,0.19,0.17,0.01,0.02,2.46,0.3,1.08,3.77,1.1,0.27,1.88,0.14,0.13,45.83,54.55,4.41,0.19,0.21,0.85,0.17,50.3,4.09,1.19,23.78,26.19,18.08,20.68,2.83,5.07,37.22,1.61,1.28,0.5,1.67,0.78,0.8,1.41,0.83,0.58,0.59,0.24,0.75,1.4,0.65,0.88,1.19,0.31,2.24,0.05,3.86,1.47,0.92,2.39,45.9,4.37,65.53,3.33,15.82,33.72,16.47,2.79,65.51,0.21,0.02,1.06,1.2,0.18,0.01,0.01,0.0,1.37,1.32,2.69,3.35,39.53,21.94,13.38,5.17,0.32,0.46
Stuttgart,Champions League,8,7200.0,0.4,0.21,0.19,0.14,-0.07,0.01,0.39,1.05,3.69,0.38,0.24,0.85,0.06,0.06,0.15,0.14,1.72,0.54,0.18,0.17,0.0,0.01,3.02,0.29,1.35,3.98,1.32,0.34,2.2,0.18,0.14,46.56,55.7,4.95,0.22,0.16,1.15,0.18,51.11,4.41,1.27,25.51,27.85,17.68,20.31,2.28,4.36,42.15,1.76,1.49,0.61,1.61,0.81,0.7,1.79,0.96,0.74,0.79,0.26,0.95,1.91,0.96,0.86,1.12,0.32,1.58,0.06,4.58,1.11,0.84,1.95,46.24,4.89,66.3,3.34,15.64,31.26,19.94,3.06,66.29,0.16,0.0,1.14,1.19,0.21,0.0,0.01,0.0,1.01,0.96,1.98,2.96,29.33,20.58,12.8,4.54,0.33,0.46
TSC Bačka Top,Europa Conference League,8,7200.0,0.55,0.24,0.32,0.23,-0.01,0.0,0.55,1.68,4.08,0.42,0.36,0.92,0.04,0.16,0.15,0.11,1.61,0.48,0.15,0.14,0.0,0.01,2.78,0.26,1.09,3.52,0.76,0.14,1.48,0.08,0.09,38.74,47.79,4.09,0.04,0.29,0.92,0.15,43.65,3.99,1.35,18.5,21.49,16.35,18.96,2.74,4.51,33.91,1.55,1.2,0.49,2.08,1.12,0.91,1.71,1.09,0.56,0.84,0.31,0.88,1.89,1.01,1.06,0.99,0.28,1.99,0.04,4.53,1.7,1.15,2.85,38.85,4.04,59.51,3.11,14.95,29.18,16.01,2.44,59.5,0.29,0.0,1.55,1.23,0.16,0.01,0.01,0.01,1.19,1.18,2.36,3.4,40.85,20.99,13.4,4.87,0.32,0.46
The New Saints,Europa Conference League,6,5400.0,0.68,0.17,0.52,0.24,0.07,0.02,0.53,1.55,3.32,0.2,0.72,1.63,0.08,0.02,0.08,0.07,0.83,0.25,0.09,0.07,0.02,0.02,1.5,0.15,0.6,1.57,0.45,0.28,1.23,0.04,0.05,26.2,33.63,1.83,0.03,0.27,0.55,0.0,30.85,2.78,0.75,11.85,13.55,11.02,13.35,2.57,5.05,24.88,1.28,1.18,0.18,1.48,0.78,0.68,2.07,1.37,1.28,0.68,0.1,0.9,1.75,0.85,0.93,1.43,0.7,3.22,0.05,3.88,1.12,0.78,1.9,26.57,1.82,45.0,4.57,18.85,18.6,8.3,1.28,44.98,0.12,0.0,1.0,0.88,0.0,0.02,0.0,0.0,0.9,1.07,1.97,1.9,43.33,10.0,13.68,6.07,0.31,0.49
Torino,Serie A,38,34066.0,0.48,0.12,0.35,0.14,0.02,0.03,0.61,1.89,3.64,0.52,0.73,1.58,0.1,0.13,0.1,0.06,1.01,0.32,0.09,0.08,0.01,0.01,1.73,0.15,0.72,2.43,0.64,0.23,1.78,0.06,0.06,32.87,40.55,2.94,0.07,0.21,0.72,0.14,37.06,3.36,0.84,14.48,16.62,14.96,17.25,2.76,4.73,28.96,1.4,1.03,0.28,1.19,0.45,0.62,1.23,0.69,0.57,0.48,0.18,0.61,1.15,0.54,0.73,0.89,0.35,2.28,0.04,3.28,1.29,0.72,2.01,33.08,2.91,49.99,3.1,13.65,24.97,11.82,1.6,49.98,0.2,0.01,1.27,0.99,0.15,0.02,0.01,0.01,1.39,1.48,2.88,5.16,50.91,18.15,14.04,5.16,0.29,0.48
Tottenham,Europa League,14,12486.0,0.38,0.09,0.3,0.11,0.02,0.04,0.27,0.78,2.68,0.44,0.58,1.56,0.14,0.1,0.19,0.14,1.28,0.48,0.17,0.15,0.03,0.03,2.26,0.32,0.95,3.29,0.93,0.19,1.7,0.11,0.11,39.05,47.13,4.1,0.12,0.12,0.93,0.14,43.31,3.68,1.03,18.13,20.36,17.3,19.63,2.48,4.53,36.97,2.1,1.47,0.72,2.25,0.99,1.12,1.55,0.94,0.73,0.61,0.21,0.71,1.34,0.63,0.99,1.17,0.4,2.64,0.06,4.77,1.78,1.17,2.95,39.69,4.07,59.71,3.92,16.53,28.7,15.23,2.72,59.68,0.14,0.02,1.09,1.05,0.14,0.01,0.03,0.01,1.18,1.07,2.26,4.18,35.84,16.19,13.72,5.31,0.32,0.48
Tottenham,Premier League,38,34199.0,0.47,0.17,0.31,0.17,0.0,0.02,0.16,0.51,3.06,0.51,0.41,1.36,0.13,0.12,0.16,0.12,1.3,0.47,0.16,0.15,0.01,0.01,2.29,0.28,0.98,3.29,0.97,0.22,1.98,0.09,0.12,40.49,49.04,4.19,0.14,0.18,1.14,0.16,44.5,4.38,1.31,19.07,21.33,17.76,20.12,2.49,4.63,37.15,2.21,1.49,0.66,2.13,0.8,1.12,1.73,1.09,0.74,0.72,0.28,0.78,1.57,0.79,0.84,1.18,0.42,2.08,0.08,4.26,1.41,1.12,2.53,40.88,4.16,60.21,4.08,17.76,26.72,16.37,2.63,60.2,0.19,0.01,1.17,1.26,0.17,0.01,0.01,0.01,1.07,1.15,2.22,4.14,21.34,17.23,13.54,5.56,0.31,0.5
Toulouse,Ligue 1,34,30419.0,0.32,0.13,0.2,0.1,-0.03,0.03,0.29,1.04,2.3,0.29,0.51,1.3,0.03,0.11,0.12,0.1,1.18,0.43,0.15,0.14,0.01,0.01,2.06,0.23,0.88,2.57,0.84,0.19,1.72,0.1,0.1,32.54,41.17,3.61,0.13,0.28,0.85,0.13,37.1,3.94,1.11,14.86,17.14,14.54,17.07,2.36,4.71,29.05,1.61,1.09,0.46,1.82,0.82,0.9,1.78,1.07,0.78,0.75,0.26,0.93,1.79,0.86,0.83,1.01,0.3,2.24,0.04,4.36,1.55,0.92,2.47,32.76,3.55,52.04,3.28,14.87,24.93,12.9,2.33,52.03,0.15,0.01,1.3,1.22,0.14,0.0,0.01,0.01,1.26,1.31,2.57,3.78,44.55,19.79,13.43,4.92,0.34,0.51
Twente,Europa League,10,9222.0,0.44,0.15,0.3,0.14,-0.01,0.02,0.57,1.57,2.95,0.38,0.52,1.32,0.05,0.13,0.11,0.06,1.08,0.35,0.12,0.09,0.03,0.04,1.86,0.18,0.73,2.5,0.68,0.23,1.74,0.07,0.07,32.6,41.53,3.2,0.06,0.21,1.06,0.11,37.77,3.65,0.89,14.37,16.89,14.36,16.98,3.08,5.35,28.52,1.45,1.05,0.46,1.73,0.74,0.89,2.3,1.46,1.11,0.88,0.31,1.16,2.06,0.9,0.93,1.14,0.3,2.57,0.03,4.12,1.3,0.94,2.23,32.68,3.18,53.49,4.22,18.3,23.68,12.06,2.02,53.45,0.24,0.02,1.16,0.98,0.14,0.02,0.02,0.02,1.11,1.38,2.49,4.45,34.5,17.42,13.69,5.28,0.31,0.48
Udinese,Serie A,38,33972.0,0.43,0.15,0.3,0.14,-0.01,0.02,0.44,1.18,3.0,0.29,0.41,1.4,0.05,0.1,0.11,0.07,1.14,0.36,0.1,0.09,0.01,0.01,2.0,0.16,0.83,2.5,0.64,0.27,1.8,0.06,0.07,31.72,39.7,3.07,0.07,0.24,0.7,0.12,35.73,3.85,1.03,13.46,15.32,13.96,16.4,3.48,5.88,27.45,1.5,1.12,0.34,1.65,0.74,0.78,1.49,0.92,0.73,0.57,0.18,0.74,1.34,0.6,0.8,1.05,0.37,2.36,0.06,3.61,1.48,0.78,2.26,31.74,3.02,50.25,3.43,14.88,24.19,11.79,1.84,50.23,0.23,0.02,1.44,1.0,0.13,0.02,0.01,0.01,1.44,1.3,2.74,2.79,47.16,18.19,14.31,5.52,0.3,0.48
Union Berlin,Bundesliga,34,30546.0,0.41,0.15,0.25,0.14,-0.0,0.02,0.5,1.38,2.65,0.47,0.59,1.67,0.12,0.11,0.11,0.07,1.22,0.35,0.11,0.1,0.01,0.01,2.07,0.18,0.86,2.26,0.69,0.22,1.79,0.08,0.07,27.09,37.11,3.09,0.05,0.15,0.98,0.17,33.38,3.56,0.76,12.74,15.18,10.67,13.62,2.67,5.37,24.08,1.15,0.74,0.32,1.23,0.5,0.63,1.58,0.94,0.78,0.66,0.14,0.8,1.49,0.7,0.92,1.21,0.32,3.01,0.03,3.91,1.39,0.84,2.23,27.48,3.04,49.02,3.63,15.03,22.7,11.77,2.02,49.01,0.21,0.0,1.23,0.91,0.2,0.02,0.01,0.0,1.89,1.99,3.88,5.79,51.94,18.98,12.44,4.73,0.37,0.46
Union SG,Europa League,10,9272.0,0.36,0.11,0.26,0.12,0.02,0.02,0.74,1.71,3.02,0.25,0.33,1.11,0.08,0.05,0.1,0.07,1.65,0.53,0.19,0.17,0.01,0.02,2.86,0.17,1.23,3.45,0.88,0.18,1.99,0.12,0.13,33.94,44.28,4.38,0.16,0.09,0.93,0.21,39.99,4.08,1.08,15.87,18.72,14.21,17.49,2.74,5.25,30.7,1.91,1.54,0.68,2.34,1.17,1.07,2.33,1.41,0.76,1.1,0.48,1.25,2.3,1.05,0.99,1.31,0.33,2.4,0.01,5.77,1.9,1.14,3.04,33.55,4.33,58.0,2.39,13.7,27.92,17.19,2.99,57.98,0.35,0.05,1.49,1.16,0.22,0.01,0.01,0.01,1.93,1.8,3.73,3.22,40.54,21.68,12.81,5.19,0.36,0.49
Valencia,La Liga,38,34178.0,0.39,0.14,0.25,0.13,-0.01,0.02,0.41,1.37,2.56,0.42,0.63,1.38,0.09,0.14,0.11,0.07,1.01,0.31,0.11,0.1,0.01,0.01,1.76,0.18,0.74,2.88,0.67,0.24,2.01,0.08,0.08,34.6,43.44,3.53,0.1,0.33,1.04,0.18,39.26,3.99,1.12,16.34,18.32,14.89,17.46,2.76,5.26,28.19,1.5,1.09,0.32,1.65,0.62,0.85,1.7,1.09,0.89,0.6,0.21,0.84,1.5,0.66,0.79,0.96,0.25,2.46,0.04,3.99,1.41,0.9,2.3,34.92,3.5,54.17,3.2,15.58,25.87,13.25,1.72,54.15,0.22,0.0,1.16,1.16,0.19,0.02,0.01,0.01,1.17,1.42,2.59,5.68,49.91,21.64,13.59,5.27,0.31,0.52
Valladolid,La Liga,38,34095.0,0.54,0.24,0.3,0.2,-0.04,0.01,0.53,1.45,2.95,0.44,0.75,1.53,0.1,0.1,0.07,0.04,0.87,0.26,0.09,0.08,0.01,0.01,1.57,0.11,0.68,1.92,0.46,0.25,1.77,0.06,0.06,29.1,36.91,2.62,0.1,0.33,0.7,0.17,32.98,3.76,1.11,12.26,14.01,13.3,15.62,2.91,5.34,23.58,1.26,0.83,0.32,1.65,0.76,0.7,1.57,0.94,0.9,0.54,0.13,0.73,1.49,0.76,0.82,1.19,0.42,2.43,0.06,3.44,1.35,0.71,2.05,29.68,2.58,47.5,3.68,17.59,21.47,8.96,1.38,47.49,0.24,0.02,1.21,1.28,0.18,0.02,0.01,0.0,1.42,1.38,2.8,4.97,49.53,19.2,14.2,5.67,0.32,0.5
Venezia,Serie A,38,34181.0,0.5,0.15,0.35,0.15,0.0,0.02,0.36,1.37,3.06,0.42,0.49,1.55,0.08,0.06,0.08,0.04,1.0,0.32,0.09,0.08,0.01,0.01,1.78,0.13,0.74,2.1,0.57,0.15,1.39,0.05,0.06,28.08,36.32,2.81,0.09,0.23,0.79,0.14,31.97,4.21,1.16,13.13,15.33,12.1,14.61,2.0,4.08,25.2,1.33,1.01,0.33,1.58,0.65,0.76,1.59,0.95,0.84,0.53,0.22,0.75,1.51,0.75,0.73,1.16,0.38,2.36,0.06,3.7,1.63,1.05,2.68,28.08,2.78,47.32,3.53,14.67,21.95,11.29,1.67,47.3,0.19,0.01,1.32,1.18,0.15,0.03,0.01,0.01,1.27,1.65,2.91,4.56,42.61,13.67,12.89,5.39,0.34,0.49
