Player,Game Week,Position,Team,League,Minutes,Rate
Jakub Stolarczyk,J21,GK,Leicester City,Premier League,90,6.31
Dean Henderson,J21,GK,Crystal Palace,Premier League,90,8.46
Jordan Pickford,J21,GK,Everton,Premier League,90,6.21
Emiliano Martínez,J21,GK,Aston Villa,Premier League,90,8.68
Martin Dúbravka,J21,GK,Newcastle Utd,Premier League,90,8.24
José Sá,J21,GK,Wolves,Premier League,90,4.8
David Raya,J21,GK,Arsenal,Premier League,90,6.39
Antonín Kinský,J21,GK,Tottenham,Premier League,90,5.09
Christian Walton,J21,GK,Ipswich Town,Premier League,90,5.77
Bart Verbruggen,J21,GK,Brighton,Premier League,90,8.18
Zion Suzuki,J2,GK,Parma,Serie A,90,7.21
Mike Maignan,J2,GK,Milan,Serie A,90,4.77
Lorenzo Montipò,J13,GK,Hellas Verona,Serie A,90,4.28
Yann Sommer,J13,GK,Inter,Serie A,90,7.33
André Onana,J21,GK,Manchester Utd,Premier League,90,5.5
Aaron Ramsdale,J21,GK,Southampton,Premier League,90,4.89
Martin Dúbravka,J22,GK,Newcastle Utd,Premier League,90,4.97
Kepa Arrizabalaga,J22,GK,Bournemouth,Premier League,90,5.95
Jakub Stolarczyk,J22,GK,Leicester City,Premier League,90,5.07
Bernd Leno,J22,GK,Fulham,Premier League,90,7.82
Łukasz Fabiański,J22,GK,West Ham,Premier League,90,5.32
Dean Henderson,J22,GK,Crystal Palace,Premier League,90,7.05
Mark Flekken,J22,GK,Brentford,Premier League,90,6.37
Alisson,J22,GK,Liverpool,Premier League,90,8.28
David Raya,J22,GK,Arsenal,Premier League,90,4.92
Emiliano Martínez,J22,GK,Aston Villa,Premier League,90,5.89
Jordan Pickford,J22,GK,Everton,Premier League,90,6.12
Antonín Kinský,J22,GK,Tottenham,Premier League,90,4.34
André Onana,J22,GK,Manchester Utd,Premier League,90,4.24
Bart Verbruggen,J22,GK,Brighton,Premier League,90,5.45
Matz Sels,J22,GK,Nott'ham Forest,Premier League,90,5.26
Aaron Ramsdale,J22,GK,Southampton,Premier League,90,4.27
Christian Walton,J22,GK,Ipswich Town,Premier League,90,4.23
Ederson,J22,GK,Manchester City,Premier League,90,8.32
Mike Maignan,J13,GK,Milan,Serie A,90,7.77
Michele Di Gregorio,J13,GK,Juventus,Serie A,90,7.19
Robert Sánchez,J22,GK,Chelsea,Premier League,90,6.25
José Sá,J22,GK,Wolves,Premier League,90,5.42
Alex McCarthy,J23,GK,Southampton,Premier League,90,5.47
Martin Dúbravka,J23,GK,Newcastle Utd,Premier League,90,6.09
Bart Verbruggen,J23,GK,Brighton,Premier League,90,5.48
Jordan Pickford,J23,GK,Everton,Premier League,90,8.42
Alisson,J23,GK,Liverpool,Premier League,90,5.44
Christian Walton,J23,GK,Ipswich Town,Premier League,90,4.66
Kepa Arrizabalaga,J23,GK,Bournemouth,Premier League,90,8.45
Matz Sels,J23,GK,Nott'ham Forest,Premier League,90,4.64
José Sá,J23,GK,Wolves,Premier League,90,5.77
David Raya,J23,GK,Arsenal,Premier League,90,8.46
Ederson,J23,GK,Manchester City,Premier League,90,7.27
Robert Sánchez,J23,GK,Chelsea,Premier League,90,4.59
Dean Henderson,J23,GK,Crystal Palace,Premier League,90,5.4
Mark Flekken,J23,GK,Brentford,Premier League,90,6.96
Antonín Kinský,J23,GK,Tottenham,Premier League,90,4.74
Jakub Stolarczyk,J23,GK,Leicester City,Premier League,90,7.55
Emiliano Martínez,J23,GK,Aston Villa,Premier League,90,6.52
Alphonse Areola,J23,GK,West Ham,Premier League,90,5.83
Zion Suzuki,J13,GK,Parma,Serie A,90,5.85
Marco Carnesecchi,J13,GK,Atalanta,Serie A,90,5.16
Bernd Leno,J23,GK,Fulham,Premier League,90,4.88
André Onana,J23,GK,Manchester Utd,Premier League,90,7.85
Matz Sels,J24,GK,Nott'ham Forest,Premier League,90,8.34
Bart Verbruggen,J24,GK,Brighton,Premier League,90,3.7
Jordan Pickford,J24,GK,Everton,Premier League,90,7.81
Mads Hermansen,J24,GK,Leicester City,Premier League,90,3.93
Martin Dúbravka,J24,GK,Newcastle Utd,Premier League,90,5.06
Bernd Leno,J24,GK,Fulham,Premier League,90,6.98
Kepa Arrizabalaga,J24,GK,Bournemouth,Premier League,90,6.23
Alisson,J24,GK,Liverpool,Premier League,90,8.81
Arijanet Muric,J24,GK,Ipswich Town,Premier League,90,4.78
Aaron Ramsdale,J24,GK,Southampton,Premier League,90,7.47
José Sá,J24,GK,Wolves,Premier League,90,8.3
Emiliano Martínez,J24,GK,Aston Villa,Premier League,90,5.29
André Onana,J24,GK,Manchester Utd,Premier League,90,4.74
Dean Henderson,J24,GK,Crystal Palace,Premier League,90,8.05
Hákon Rafn Valdimarsson,J24,GK,Brentford,Premier League,90,4.7
Antonín Kinský,J24,GK,Tottenham,Premier League,90,8.48
David Raya,J24,GK,Arsenal,Premier League,90,6.0
Stefan Ortega,J24,GK,Manchester City,Premier League,90,3.71
Nicola Leali,J13,GK,Genoa,Serie A,90,6.31
Alen Sherri,J13,GK,Cagliari,Serie A,90,6.2
Filip Jørgensen,J24,GK,Chelsea,Premier League,90,5.6
Alphonse Areola,J24,GK,West Ham,Premier League,90,4.69
Jordan Pickford,J15,GK,Everton,Premier League,90,5.2
Alisson,J15,GK,Liverpool,Premier League,90,4.59
Bart Verbruggen,J25,GK,Brighton,Premier League,90,7.05
Filip Jørgensen,J25,GK,Chelsea,Premier League,90,4.25
Mads Hermansen,J25,GK,Leicester City,Premier League,90,5.61
David Raya,J25,GK,Arsenal,Premier League,90,7.87
Bernd Leno,J25,GK,Fulham,Premier League,90,5.89
Matz Sels,J25,GK,Nott'ham Forest,Premier League,90,6.5
Ederson,J25,GK,Manchester City,Premier League,90,7.85
Martin Dúbravka,J25,GK,Newcastle Utd,Premier League,90,4.5
Aaron Ramsdale,J25,GK,Southampton,Premier League,90,4.97
Kepa Arrizabalaga,J25,GK,Bournemouth,Premier League,90,6.43
Emiliano Martínez,J25,GK,Aston Villa,Premier League,90,6.27
Alex Palmer,J25,GK,Ipswich Town,Premier League,90,7.3
Alphonse Areola,J25,GK,West Ham,Premier League,90,7.36
Mark Flekken,J25,GK,Brentford,Premier League,90,8.46
Dean Henderson,J25,GK,Crystal Palace,Premier League,90,4.68
Jordan Pickford,J25,GK,Everton,Premier League,90,7.8
Emil Audero,J13,GK,Como,Serie A,90,4.36
David de Gea,J13,GK,Fiorentina,Serie A,90,8.22
Alisson,J25,GK,Liverpool,Premier League,90,6.48
José Sá,J25,GK,Wolves,Premier League,90,4.56
Guglielmo Vicario,J25,GK,Tottenham,Premier League,90,7.54
André Onana,J25,GK,Manchester Utd,Premier League,90,6.39
Emiliano Martínez,J29,GK,Aston Villa,Premier League,90,5.25
Alisson,J29,GK,Liverpool,Premier League,90,5.1
Mads Hermansen,J26,GK,Leicester City,Premier League,90,3.98
Mark Flekken,J26,GK,Brentford,Premier League,90,8.33
Jordan Pickford,J26,GK,Everton,Premier League,90,4.95
André Onana,J26,GK,Manchester Utd,Premier League,90,5.17
Bernd Leno,J26,GK,Fulham,Premier League,90,4.92
Dean Henderson,J26,GK,Crystal Palace,Premier League,90,7.38
Kepa Arrizabalaga,J26,GK,Bournemouth,Premier League,90,6.37
José Sá,J26,GK,Wolves,Premier League,90,8.65
Alex Palmer,J26,GK,Ipswich Town,Premier League,90,4.14
Guglielmo Vicario,J26,GK,Tottenham,Premier League,90,5.72
David Raya,J26,GK,Arsenal,Premier League,90,6.06
Alphonse Areola,J26,GK,West Ham,Premier League,90,7.52
Aaron Ramsdale,J26,GK,Southampton,Premier League,90,5.75
Bart Verbruggen,J26,GK,Brighton,Premier League,90,6.96
Vanja Milinković-Savić,J13,GK,Torino,Serie A,90,7.05
Stefano Turati,J13,GK,Monza,Serie A,90,6.42
Emiliano Martínez,J26,GK,Aston Villa,Premier League,90,6.98
Filip Jørgensen,J26,GK,Chelsea,Premier League,90,5.3
Nick Pope,J26,GK,Newcastle Utd,Premier League,90,4.69
Matz Sels,J26,GK,Nott'ham Forest,Premier League,90,4.07
Ederson,J26,GK,Manchester City,Premier League,90,4.63
Alisson,J26,GK,Liverpool,Premier League,90,7.86
Bart Verbruggen,J27,GK,Brighton,Premier League,90,6.88
Kepa Arrizabalaga,J27,GK,Bournemouth,Premier League,90,5.05
Dean Henderson,J27,GK,Crystal Palace,Premier League,90,5.86
Emiliano Martínez,J27,GK,Aston Villa,Premier League,45,6.43
Robin Olsen,J27,GK,Aston Villa,Premier League,45,3.91
José Sá,J27,GK,Wolves,Premier League,90,4.96
Bernd Leno,J27,GK,Fulham,Premier League,90,5.48
Filip Jørgensen,J27,GK,Chelsea,Premier League,90,7.79
Aaron Ramsdale,J27,GK,Southampton,Premier League,90,4.36
Guglielmo Vicario,J27,GK,Tottenham,Premier League,90,6.9
Ederson,J27,GK,Manchester City,Premier League,90,7.9
Matz Sels,J27,GK,Nott'ham Forest,Premier League,90,7.8
David Raya,J27,GK,Arsenal,Premier League,90,7.35
André Onana,J27,GK,Manchester Utd,Premier League,90,5.06
Alex Palmer,J27,GK,Ipswich Town,Premier League,90,4.64
Alex Meret,J13,GK,Napoli,Serie A,90,6.96
Mile Svilar,J13,GK,Roma,Serie A,90,6.04
Mark Flekken,J27,GK,Brentford,Premier League,90,7.64
Jordan Pickford,J27,GK,Everton,Premier League,90,5.87
Alisson,J27,GK,Liverpool,Premier League,90,7.05
Nick Pope,J27,GK,Newcastle Utd,Premier League,90,4.89
Alphonse Areola,J27,GK,West Ham,Premier League,90,7.03
Mads Hermansen,J27,GK,Leicester City,Premier League,90,4.27
Matz Sels,J28,GK,Nott'ham Forest,Premier League,90,8.1
Ederson,J28,GK,Manchester City,Premier League,90,6.08
Alisson,J28,GK,Liverpool,Premier League,90,5.58
Aaron Ramsdale,J28,GK,Southampton,Premier League,90,5.46
Bart Verbruggen,J28,GK,Brighton,Premier League,90,5.52
Bernd Leno,J28,GK,Fulham,Premier League,90,5.13
Dean Henderson,J28,GK,Crystal Palace,Premier League,90,8.26
Alex Palmer,J28,GK,Ipswich Town,Premier League,90,6.85
Mark Flekken,J28,GK,Brentford,Premier League,90,5.88
Robin Olsen,J28,GK,Aston Villa,Premier League,90,8.63
José Sá,J28,GK,Wolves,Premier League,90,7.0
Jordan Pickford,J28,GK,Everton,Premier League,90,6.68
Robert Sánchez,J28,GK,Chelsea,Premier League,90,7.57
Mads Hermansen,J28,GK,Leicester City,Premier League,90,6.5
Ivan Provedel,J13,GK,Lazio,Serie A,90,7.29
Federico Ravaglia,J13,GK,Bologna,Serie A,90,5.6
Guglielmo Vicario,J28,GK,Tottenham,Premier League,90,6.09
Kepa Arrizabalaga,J28,GK,Bournemouth,Premier League,90,4.81
André Onana,J28,GK,Manchester Utd,Premier League,90,7.17
David Raya,J28,GK,Arsenal,Premier League,90,6.65
Alphonse Areola,J28,GK,West Ham,Premier League,90,7.48
Nick Pope,J28,GK,Newcastle Utd,Premier League,90,7.68
Jordan Pickford,J29,GK,Everton,Premier League,90,6.95
Alphonse Areola,J29,GK,West Ham,Premier League,90,6.84
Aaron Ramsdale,J29,GK,Southampton,Premier League,90,4.49
José Sá,J29,GK,Wolves,Premier League,90,7.35
Alex Palmer,J29,GK,Ipswich Town,Premier League,90,4.15
Matz Sels,J29,GK,Nott'ham Forest,Premier League,90,4.63
Stefan Ortega,J29,GK,Manchester City,Premier League,90,5.21
Bart Verbruggen,J29,GK,Brighton,Premier League,90,4.83
Kepa Arrizabalaga,J29,GK,Bournemouth,Premier League,90,5.55
Mark Flekken,J29,GK,Brentford,Premier League,90,6.76
David Raya,J29,GK,Arsenal,Premier League,90,8.04
Robert Sánchez,J29,GK,Chelsea,Premier League,90,5.84
Bernd Leno,J29,GK,Fulham,Premier League,90,8.29
Guglielmo Vicario,J29,GK,Tottenham,Premier League,90,5.13
Devis Vásquez,J13,GK,Empoli,Serie A,90,6.87
Maduka Okoye,J13,GK,Udinese,Serie A,90,5.1
Mads Hermansen,J29,GK,Leicester City,Premier League,90,4.62
André Onana,J29,GK,Manchester Utd,Premier League,90,8.39
David Raya,J30,GK,Arsenal,Premier League,90,6.07
Bernd Leno,J30,GK,Fulham,Premier League,90,5.55
José Sá,J30,GK,Wolves,Premier League,90,7.64
Alphonse Areola,J30,GK,West Ham,Premier League,90,5.58
Matz Sels,J30,GK,Nott'ham Forest,Premier League,90,8.04
André Onana,J30,GK,Manchester Utd,Premier League,90,5.51
Nick Pope,J30,GK,Newcastle Utd,Premier League,90,6.78
Mark Flekken,J30,GK,Brentford,Premier League,90,5.5
Ederson,J30,GK,Manchester City,Premier League,90,6.77
Mads Hermansen,J30,GK,Leicester City,Premier League,90,6.61
Aaron Ramsdale,J30,GK,Southampton,Premier League,90,6.65
Dean Henderson,J30,GK,Crystal Palace,Premier League,90,5.89
Kepa Arrizabalaga,J30,GK,Bournemouth,Premier League,90,4.68
Alex Palmer,J30,GK,Ipswich Town,Premier League,90,6.73
Bart Verbruggen,J30,GK,Brighton,Premier League,90,4.17
Emiliano Martínez,J30,GK,Aston Villa,Premier League,90,8.29
Caoimhín Kelleher,J30,GK,Liverpool,Premier League,90,7.23
Jordan Pickford,J30,GK,Everton,Premier League,90,5.84
Filip Stankovic,J13,GK,Venezia,Serie A,90,6.39
Wladimiro Falcone,J13,GK,Lecce,Serie A,90,7.88
Robert Sánchez,J30,GK,Chelsea,Premier League,90,8.25
Guglielmo Vicario,J30,GK,Tottenham,Premier League,90,6.6
Jordan Pickford,J31,GK,Everton,Premier League,90,5.8
David Raya,J31,GK,Arsenal,Premier League,90,6.08
Dean Henderson,J31,GK,Crystal Palace,Premier League,90,7.21
Bart Verbruggen,J31,GK,Brighton,Premier League,90,4.87
Alex Palmer,J31,GK,Ipswich Town,Premier League,90,6.22
José Sá,J31,GK,Wolves,Premier League,90,5.53
Alphonse Areola,J31,GK,West Ham,Premier League,90,5.34
Kepa Arrizabalaga,J31,GK,Bournemouth,Premier League,90,4.85
Emiliano Martínez,J31,GK,Aston Villa,Premier League,90,6.28
Matz Sels,J31,GK,Nott'ham Forest,Premier League,90,6.19
Bernd Leno,J31,GK,Fulham,Premier League,90,5.66
Caoimhín Kelleher,J31,GK,Liverpool,Premier League,90,4.28
Mark Flekken,J31,GK,Brentford,Premier League,90,9.1
Robert Sánchez,J31,GK,Chelsea,Premier League,90,8.06
Guglielmo Vicario,J31,GK,Tottenham,Premier League,90,5.78
Aaron Ramsdale,J31,GK,Southampton,Premier League,90,5.52
André Onana,J31,GK,Manchester Utd,Premier League,90,8.03
Ederson,J31,GK,Manchester City,Premier League,90,7.48
Semuel Pizzignacco,J2,GK,Monza,Serie A,90,5.22
Pierluigi Gollini,J2,GK,Genoa,Serie A,90,7.54
Alen Sherri,J14,GK,Cagliari,Serie A,90,7.68
Lorenzo Montipò,J14,GK,Hellas Verona,Serie A,90,6.3
Mads Hermansen,J31,GK,Leicester City,Premier League,90,5.31
Nick Pope,J31,GK,Newcastle Utd,Premier League,90,8.01
Ederson,J32,GK,Manchester City,Premier League,70,4.71
Dean Henderson,J32,GK,Crystal Palace,Premier League,90,4.51
Bart Verbruggen,J32,GK,Brighton,Premier League,90,4.88
Mads Hermansen,J32,GK,Leicester City,Premier League,90,6.8
Aaron Ramsdale,J32,GK,Southampton,Premier League,90,5.44
Emiliano Martínez,J32,GK,Aston Villa,Premier League,90,7.48
Matz Sels,J32,GK,Nott'ham Forest,Premier League,90,6.28
Jordan Pickford,J32,GK,Everton,Premier League,90,8.26
David Raya,J32,GK,Arsenal,Premier League,90,5.67
Mark Flekken,J32,GK,Brentford,Premier League,90,5.65
Alisson,J32,GK,Liverpool,Premier League,90,5.88
Alphonse Areola,J32,GK,West Ham,Premier League,90,5.16
Robert Sánchez,J32,GK,Chelsea,Premier League,90,4.85
Alex Palmer,J32,GK,Ipswich Town,Premier League,90,7.12
José Sá,J32,GK,Wolves,Premier League,90,5.49
Guglielmo Vicario,J32,GK,Tottenham,Premier League,90,4.38
Nick Pope,J32,GK,Newcastle Utd,Premier League,90,6.44
Altay Bayındır,J32,GK,Manchester Utd,Premier League,90,5.01
Pepe Reina,J14,GK,Como,Serie A,90,5.78
Stefano Turati,J14,GK,Monza,Serie A,90,6.85
Kepa Arrizabalaga,J32,GK,Bournemouth,Premier League,90,8.47
Bernd Leno,J32,GK,Fulham,Premier League,90,6.44
Nick Pope,J29,GK,Newcastle Utd,Premier League,90,8.61
Dean Henderson,J29,GK,Crystal Palace,Premier League,90,4.21
Jordan Pickford,J33,GK,Everton,Premier League,90,6.6
Stefan Ortega,J33,GK,Manchester City,Premier League,90,8.24
Alphonse Areola,J33,GK,West Ham,Premier League,90,5.75
Aaron Ramsdale,J33,GK,Southampton,Premier League,90,6.3
Dean Henderson,J33,GK,Crystal Palace,Premier League,90,8.4
Kepa Arrizabalaga,J33,GK,Bournemouth,Premier League,90,6.77
Mark Flekken,J33,GK,Brentford,Premier League,90,5.28
Bart Verbruggen,J33,GK,Brighton,Premier League,90,4.67
Emiliano Martínez,J33,GK,Aston Villa,Premier League,90,6.06
Nick Pope,J33,GK,Newcastle Utd,Premier League,90,4.82
Bernd Leno,J33,GK,Fulham,Premier League,90,4.97
Robert Sánchez,J33,GK,Chelsea,Premier League,90,5.46
Alex Palmer,J33,GK,Ipswich Town,Premier League,90,4.26
David Raya,J33,GK,Arsenal,Premier League,90,6.68
André Onana,J33,GK,Manchester Utd,Premier League,90,5.5
Daniel Bentley,J33,GK,Wolves,Premier League,90,7.26
Mike Maignan,J14,GK,Milan,Serie A,90,7.52
Devis Vásquez,J14,GK,Empoli,Serie A,90,4.42
Mads Hermansen,J33,GK,Leicester City,Premier League,90,6.0
Alisson,J33,GK,Liverpool,Premier League,90,7.09
Guglielmo Vicario,J33,GK,Tottenham,Premier League,90,4.57
Matz Sels,J33,GK,Nott'ham Forest,Premier League,90,6.21
Stefan Ortega,J34,GK,Manchester City,Premier League,90,6.08
Emiliano Martínez,J34,GK,Aston Villa,Premier League,90,5.63
David Raya,J34,GK,Arsenal,Premier League,90,4.99
Dean Henderson,J34,GK,Crystal Palace,Premier League,90,5.63
Robert Sánchez,J34,GK,Chelsea,Premier League,90,8.64
Jordan Pickford,J34,GK,Everton,Premier League,90,6.5
Bart Verbruggen,J34,GK,Brighton,Premier League,90,4.9
Alphonse Areola,J34,GK,West Ham,Premier League,90,5.56
José Sá,J34,GK,Wolves,Premier League,90,8.28
Mads Hermansen,J34,GK,Leicester City,Premier League,90,4.54
Aaron Ramsdale,J34,GK,Southampton,Premier League,90,6.85
Bernd Leno,J34,GK,Fulham,Premier League,90,5.97
Nick Pope,J34,GK,Newcastle Utd,Premier League,90,7.22
Alex Palmer,J34,GK,Ipswich Town,Premier League,90,4.79
Kepa Arrizabalaga,J34,GK,Bournemouth,Premier League,90,7.65
André Onana,J34,GK,Manchester Utd,Premier League,90,5.46
Łukasz Skorupski,J14,GK,Bologna,Serie A,90,7.6
Filip Stankovic,J14,GK,Venezia,Serie A,90,5.03
Alisson,J34,GK,Liverpool,Premier League,90,5.78
Guglielmo Vicario,J34,GK,Tottenham,Premier League,90,4.06
Matz Sels,J34,GK,Nott'ham Forest,Premier League,90,5.03
Mark Flekken,J34,GK,Brentford,Premier League,90,9.01
Ederson,J35,GK,Manchester City,Premier League,90,6.68
José Sá,J35,GK,Wolves,Premier League,90,5.69
Emiliano Martínez,J35,GK,Aston Villa,Premier League,90,8.98
Bernd Leno,J35,GK,Fulham,Premier League,90,6.41
Jakub Stolarczyk,J35,GK,Leicester City,Premier League,90,7.33
Aaron Ramsdale,J35,GK,Southampton,Premier League,90,4.86
Jordan Pickford,J35,GK,Everton,Premier League,90,4.86
Alex Palmer,J35,GK,Ipswich Town,Premier League,90,5.3
David Raya,J35,GK,Arsenal,Premier League,90,4.96
Kepa Arrizabalaga,J35,GK,Bournemouth,Premier League,90,7.04
Bart Verbruggen,J35,GK,Brighton,Premier League,90,7.27
Nick Pope,J35,GK,Newcastle Utd,Premier League,90,5.8
Alphonse Areola,J35,GK,West Ham,Premier League,90,5.3
Guglielmo Vicario,J35,GK,Tottenham,Premier League,90,5.54
Mark Flekken,J35,GK,Brentford,Premier League,90,4.14
Altay Bayındır,J35,GK,Manchester Utd,Premier League,90,4.75
Maduka Okoye,J14,GK,Udinese,Serie A,90,5.5
Nicola Leali,J14,GK,Genoa,Serie A,90,7.26
Robert Sánchez,J35,GK,Chelsea,Premier League,90,5.31
Alisson,J35,GK,Liverpool,Premier League,90,4.91
Dean Henderson,J35,GK,Crystal Palace,Premier League,90,5.99
Matz Sels,J35,GK,Nott'ham Forest,Premier League,90,6.59
Alex Palmer,J36,GK,Ipswich Town,Premier League,90,6.62
Mark Flekken,J36,GK,Brentford,Premier League,90,8.31
Bernd Leno,J36,GK,Fulham,Premier League,90,4.45
Jordan Pickford,J36,GK,Everton,Premier League,90,6.94
José Sá,J36,GK,Wolves,Premier League,90,4.9
Bart Verbruggen,J36,GK,Brighton,Premier League,90,7.89
Aaron Ramsdale,J36,GK,Southampton,Premier League,90,8.72
Ederson,J36,GK,Manchester City,Premier League,90,6.58
Kepa Arrizabalaga,J36,GK,Bournemouth,Premier League,90,6.68
Emiliano Martínez,J36,GK,Aston Villa,Premier League,90,8.84
Nick Pope,J36,GK,Newcastle Utd,Premier League,90,8.24
Robert Sánchez,J36,GK,Chelsea,Premier League,90,5.57
Matz Sels,J36,GK,Nott'ham Forest,Premier League,90,5.23
Jakub Stolarczyk,J36,GK,Leicester City,Premier League,90,5.34
Antonín Kinský,J36,GK,Tottenham,Premier League,90,6.72
Dean Henderson,J36,GK,Crystal Palace,Premier League,90,7.51
Vanja Milinković-Savić,J14,GK,Torino,Serie A,90,6.67
Alex Meret,J14,GK,Napoli,Serie A,90,7.94
Altay Bayındır,J36,GK,Manchester Utd,Premier League,90,6.04
Alphonse Areola,J36,GK,West Ham,Premier League,90,8.69
Alisson,J36,GK,Liverpool,Premier League,90,5.86
David Raya,J36,GK,Arsenal,Premier League,90,6.64
Emiliano Martínez,J37,GK,Aston Villa,Premier League,90,7.7
Antonín Kinský,J37,GK,Tottenham,Premier League,90,6.35
Robert Sánchez,J37,GK,Chelsea,Premier League,90,7.7
André Onana,J37,GK,Manchester Utd,Premier League,90,6.24
Jordan Pickford,J37,GK,Everton,Premier League,90,8.18
Aaron Ramsdale,J37,GK,Southampton,Premier League,90,6.2
Alphonse Areola,J37,GK,West Ham,Premier League,90,6.4
Matz Sels,J37,GK,Nott'ham Forest,Premier League,90,6.32
Mark Flekken,J37,GK,Brentford,Premier League,90,4.6
Bernd Leno,J37,GK,Fulham,Premier League,90,6.22
Jakub Stolarczyk,J37,GK,Leicester City,Premier League,90,7.69
Alex Palmer,J37,GK,Ipswich Town,Premier League,90,4.67
David Raya,J37,GK,Arsenal,Premier League,90,9.14
Nick Pope,J37,GK,Newcastle Utd,Premier League,90,6.42
Bart Verbruggen,J37,GK,Brighton,Premier League,90,5.19
Alisson,J37,GK,Liverpool,Premier League,90,6.12
Zion Suzuki,J14,GK,Parma,Serie A,90,7.73
Ivan Provedel,J14,GK,Lazio,Serie A,90,4.14
Ederson,J37,GK,Manchester City,Premier League,90,6.2
Kepa Arrizabalaga,J37,GK,Bournemouth,Premier League,90,4.25
Dean Henderson,J37,GK,Crystal Palace,Premier League,90,5.56
Daniel Bentley,J37,GK,Wolves,Premier League,90,4.81
Altay Bayındır,J38,GK,Manchester Utd,Premier League,90,6.91
Emiliano Martínez,J38,GK,Aston Villa,Premier League,44,7.45
Robin Olsen,J38,GK,Aston Villa,Premier League,46,5.32
Christian Walton,J38,GK,Ipswich Town,Premier League,90,4.7
Łukasz Fabiański,J38,GK,West Ham,Premier League,90,5.98
José Sá,J38,GK,Wolves,Premier League,89,6.67
Mark Flekken,J38,GK,Brentford,Premier League,90,5.88
Aaron Ramsdale,J38,GK,Southampton,Premier League,90,5.4
David Raya,J38,GK,Arsenal,Premier League,90,5.8
Alisson,J38,GK,Liverpool,Premier League,90,6.93
Dean Henderson,J38,GK,Crystal Palace,Premier League,90,6.95
Matz Sels,J38,GK,Nott'ham Forest,Premier League,90,5.99
Robert Sánchez,J38,GK,Chelsea,Premier League,90,7.57
Bernd Leno,J38,GK,Fulham,Premier League,90,6.22
Ederson,J38,GK,Manchester City,Premier League,90,8.3
Nick Pope,J38,GK,Newcastle Utd,Premier League,90,6.39
Jordan Pickford,J38,GK,Everton,Premier League,90,9.19
Wladimiro Falcone,J14,GK,Lecce,Serie A,90,5.47
Mattia Perin,J14,GK,Juventus,Serie A,90,6.9
Kepa Arrizabalaga,J38,GK,Bournemouth,Premier League,90,6.86
